case,candidate,seed,thermal_weight,wirelength_weight,legalization_status,is_legal,legal_report,source,eval_input,eval_stem
hp11_m,37,121,10,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t10-w0p02/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t10-w0p02/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal10_wirelength0p02_seed121.json,hp11_m_thermal10_wirelength0p02_seed121
hp11_m,38,121,10,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t10-w0p2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t10-w0p2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal10_wirelength0p2_seed121.json,hp11_m_thermal10_wirelength0p2_seed121
hp11_m,40,121,10,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t10-w50/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t10-w50/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal10_wirelength50_seed121.json,hp11_m_thermal10_wirelength50_seed121
hp11_m,41,121,30,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t30-w0/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t30-w0/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal30_wirelength0_seed121.json,hp11_m_thermal30_wirelength0_seed121
hp11_m,42,121,30,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t30-w0p02/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t30-w0p02/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal30_wirelength0p02_seed121.json,hp11_m_thermal30_wirelength0p02_seed121
hp11_m,43,121,30,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t30-w0p2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t30-w0p2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal30_wirelength0p2_seed121.json,hp11_m_thermal30_wirelength0p2_seed121
hp11_m,44,121,30,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t30-w2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t30-w2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal30_wirelength2_seed121.json,hp11_m_thermal30_wirelength2_seed121
hp11_m,45,121,30,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t30-w50/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t30-w50/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal30_wirelength50_seed121.json,hp11_m_thermal30_wirelength50_seed121
hp11_m,46,121,100,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t100-w0/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t100-w0/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal100_wirelength0_seed121.json,hp11_m_thermal100_wirelength0_seed121
hp11_m,47,121,100,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t100-w0p02/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t100-w0p02/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal100_wirelength0p02_seed121.json,hp11_m_thermal100_wirelength0p02_seed121
hp11_m,48,121,100,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t100-w0p2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t100-w0p2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal100_wirelength0p2_seed121.json,hp11_m_thermal100_wirelength0p2_seed121
multigpu,1,121,0,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0-w0/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0-w0/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0_wirelength0_seed121.json,multigpu_thermal0_wirelength0_seed121
multigpu,2,121,0,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0-w0p02/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0-w0p02/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0_wirelength0p02_seed121.json,multigpu_thermal0_wirelength0p02_seed121
multigpu,3,121,0,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0-w0p2/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0-w0p2/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0_wirelength0p2_seed121.json,multigpu_thermal0_wirelength0p2_seed121
multigpu,4,121,0,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0-w2/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0-w2/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0_wirelength2_seed121.json,multigpu_thermal0_wirelength2_seed121
multigpu,5,121,0,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0-w50/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0-w50/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0_wirelength50_seed121.json,multigpu_thermal0_wirelength50_seed121
multigpu,6,121,0.01,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p01-w0/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p01-w0/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p01_wirelength0_seed121.json,multigpu_thermal0p01_wirelength0_seed121
multigpu,7,121,0.01,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p01-w0p02/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p01-w0p02/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p01_wirelength0p02_seed121.json,multigpu_thermal0p01_wirelength0p02_seed121
multigpu,8,121,0.01,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p01-w0p2/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p01-w0p2/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p01_wirelength0p2_seed121.json,multigpu_thermal0p01_wirelength0p2_seed121
multigpu,9,121,0.01,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p01-w2/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p01-w2/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p01_wirelength2_seed121.json,multigpu_thermal0p01_wirelength2_seed121
multigpu,11,121,0.03,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p03-w0/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p03-w0/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p03_wirelength0_seed121.json,multigpu_thermal0p03_wirelength0_seed121
multigpu,12,121,0.03,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p03-w0p02/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p03-w0p02/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p03_wirelength0p02_seed121.json,multigpu_thermal0p03_wirelength0p02_seed121
multigpu,13,121,0.03,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p03-w0p2/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p03-w0p2/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p03_wirelength0p2_seed121.json,multigpu_thermal0p03_wirelength0p2_seed121
multigpu,14,121,0.03,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p03-w2/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p03-w2/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p03_wirelength2_seed121.json,multigpu_thermal0p03_wirelength2_seed121
multigpu,15,121,0.03,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p03-w50/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p03-w50/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p03_wirelength50_seed121.json,multigpu_thermal0p03_wirelength50_seed121
multigpu,16,121,0.1,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p1-w0/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p1-w0/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p1_wirelength0_seed121.json,multigpu_thermal0p1_wirelength0_seed121
multigpu,17,121,0.1,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p1-w0p02/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p1-w0p02/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p1_wirelength0p02_seed121.json,multigpu_thermal0p1_wirelength0p02_seed121
multigpu,18,121,0.1,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p1-w0p2/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p1-w0p2/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p1_wirelength0p2_seed121.json,multigpu_thermal0p1_wirelength0p2_seed121
multigpu,19,121,0.1,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p1-w2/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p1-w2/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p1_wirelength2_seed121.json,multigpu_thermal0p1_wirelength2_seed121
multigpu,21,121,0.3,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p3-w0/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p3-w0/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p3_wirelength0_seed121.json,multigpu_thermal0p3_wirelength0_seed121
multigpu,22,121,0.3,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p3-w0p02/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p3-w0p02/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p3_wirelength0p02_seed121.json,multigpu_thermal0p3_wirelength0p02_seed121
multigpu,23,121,0.3,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p3-w0p2/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p3-w0p2/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p3_wirelength0p2_seed121.json,multigpu_thermal0p3_wirelength0p2_seed121
multigpu,24,121,0.3,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p3-w2/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p3-w2/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p3_wirelength2_seed121.json,multigpu_thermal0p3_wirelength2_seed121
multigpu,26,121,1,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t1-w0/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t1-w0/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal1_wirelength0_seed121.json,multigpu_thermal1_wirelength0_seed121
multigpu,25,121,0.3,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p3-w50/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t0p3-w50/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal0p3_wirelength50_seed121.json,multigpu_thermal0p3_wirelength50_seed121
multigpu,27,121,1,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t1-w0p02/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t1-w0p02/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal1_wirelength0p02_seed121.json,multigpu_thermal1_wirelength0p02_seed121
multigpu,28,121,1,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t1-w0p2/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t1-w0p2/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal1_wirelength0p2_seed121.json,multigpu_thermal1_wirelength0p2_seed121
multigpu,30,121,1,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t1-w50/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t1-w50/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal1_wirelength50_seed121.json,multigpu_thermal1_wirelength50_seed121
multigpu,29,121,1,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t1-w2/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t1-w2/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal1_wirelength2_seed121.json,multigpu_thermal1_wirelength2_seed121
multigpu,32,121,3,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t3-w0p02/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t3-w0p02/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal3_wirelength0p02_seed121.json,multigpu_thermal3_wirelength0p02_seed121
multigpu,31,121,3,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t3-w0/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t3-w0/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal3_wirelength0_seed121.json,multigpu_thermal3_wirelength0_seed121
multigpu,33,121,3,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t3-w0p2/seed_121/legalized/08_multigpu_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-multigpu-t3-w0p2/seed_121/legalized/08_multigpu_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/multigpu_thermal3_wirelength0p2_seed121.json,multigpu_thermal3_wirelength0p2_seed121
