case,candidate,seed,thermal_weight,wirelength_weight,legalization_status,is_legal,legal_report,source,eval_input,eval_stem
cpu-dram,34,121,3,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t3-w2/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t3-w2/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal3_wirelength2_seed121.json,cpu-dram_thermal3_wirelength2_seed121
cpu-dram,36,121,10,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t10-w0/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t10-w0/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal10_wirelength0_seed121.json,cpu-dram_thermal10_wirelength0_seed121
cpu-dram,37,121,10,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t10-w0p02/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t10-w0p02/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal10_wirelength0p02_seed121.json,cpu-dram_thermal10_wirelength0p02_seed121
cpu-dram,39,121,10,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t10-w2/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t10-w2/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal10_wirelength2_seed121.json,cpu-dram_thermal10_wirelength2_seed121
cpu-dram,38,121,10,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t10-w0p2/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t10-w0p2/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal10_wirelength0p2_seed121.json,cpu-dram_thermal10_wirelength0p2_seed121
cpu-dram,41,121,30,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t30-w0/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t30-w0/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal30_wirelength0_seed121.json,cpu-dram_thermal30_wirelength0_seed121
cpu-dram,40,121,10,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t10-w50/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t10-w50/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal10_wirelength50_seed121.json,cpu-dram_thermal10_wirelength50_seed121
cpu-dram,43,121,30,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t30-w0p2/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t30-w0p2/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal30_wirelength0p2_seed121.json,cpu-dram_thermal30_wirelength0p2_seed121
cpu-dram,42,121,30,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t30-w0p02/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t30-w0p02/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal30_wirelength0p02_seed121.json,cpu-dram_thermal30_wirelength0p02_seed121
cpu-dram,45,121,30,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t30-w50/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t30-w50/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal30_wirelength50_seed121.json,cpu-dram_thermal30_wirelength50_seed121
cpu-dram,44,121,30,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t30-w2/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t30-w2/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal30_wirelength2_seed121.json,cpu-dram_thermal30_wirelength2_seed121
cpu-dram,46,121,100,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t100-w0/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t100-w0/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal100_wirelength0_seed121.json,cpu-dram_thermal100_wirelength0_seed121
cpu-dram,47,121,100,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t100-w0p02/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t100-w0p02/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal100_wirelength0p02_seed121.json,cpu-dram_thermal100_wirelength0p02_seed121
cpu-dram,48,121,100,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t100-w0p2/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t100-w0p2/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal100_wirelength0p2_seed121.json,cpu-dram_thermal100_wirelength0p2_seed121
cpu-dram,49,121,100,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t100-w2/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t100-w2/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal100_wirelength2_seed121.json,cpu-dram_thermal100_wirelength2_seed121
hp11_m,1,121,0,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0-w0/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0-w0/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0_wirelength0_seed121.json,hp11_m_thermal0_wirelength0_seed121
cpu-dram,50,121,100,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t100-w50/seed_121/legalized/06_cpu-dram_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-cpu-dram-t100-w50/seed_121/legalized/06_cpu-dram_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/cpu-dram_thermal100_wirelength50_seed121.json,cpu-dram_thermal100_wirelength50_seed121
hp11_m,2,121,0,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0-w0p02/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0-w0p02/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0_wirelength0p02_seed121.json,hp11_m_thermal0_wirelength0p02_seed121
hp11_m,3,121,0,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0-w0p2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0-w0p2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0_wirelength0p2_seed121.json,hp11_m_thermal0_wirelength0p2_seed121
hp11_m,4,121,0,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0-w2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0-w2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0_wirelength2_seed121.json,hp11_m_thermal0_wirelength2_seed121
hp11_m,5,121,0,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0-w50/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0-w50/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0_wirelength50_seed121.json,hp11_m_thermal0_wirelength50_seed121
hp11_m,7,121,0.01,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p01-w0p02/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p01-w0p02/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p01_wirelength0p02_seed121.json,hp11_m_thermal0p01_wirelength0p02_seed121
hp11_m,8,121,0.01,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p01-w0p2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p01-w0p2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p01_wirelength0p2_seed121.json,hp11_m_thermal0p01_wirelength0p2_seed121
hp11_m,10,121,0.01,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p01-w50/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p01-w50/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p01_wirelength50_seed121.json,hp11_m_thermal0p01_wirelength50_seed121
hp11_m,11,121,0.03,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p03-w0/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p03-w0/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p03_wirelength0_seed121.json,hp11_m_thermal0p03_wirelength0_seed121
hp11_m,12,121,0.03,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p03-w0p02/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p03-w0p02/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p03_wirelength0p02_seed121.json,hp11_m_thermal0p03_wirelength0p02_seed121
hp11_m,13,121,0.03,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p03-w0p2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p03-w0p2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p03_wirelength0p2_seed121.json,hp11_m_thermal0p03_wirelength0p2_seed121
hp11_m,15,121,0.03,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p03-w50/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p03-w50/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p03_wirelength50_seed121.json,hp11_m_thermal0p03_wirelength50_seed121
hp11_m,14,121,0.03,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p03-w2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p03-w2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p03_wirelength2_seed121.json,hp11_m_thermal0p03_wirelength2_seed121
hp11_m,16,121,0.1,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p1-w0/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p1-w0/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p1_wirelength0_seed121.json,hp11_m_thermal0p1_wirelength0_seed121
hp11_m,18,121,0.1,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p1-w0p2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p1-w0p2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p1_wirelength0p2_seed121.json,hp11_m_thermal0p1_wirelength0p2_seed121
hp11_m,19,121,0.1,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p1-w2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p1-w2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p1_wirelength2_seed121.json,hp11_m_thermal0p1_wirelength2_seed121
hp11_m,20,121,0.1,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p1-w50/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p1-w50/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p1_wirelength50_seed121.json,hp11_m_thermal0p1_wirelength50_seed121
hp11_m,22,121,0.3,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p3-w0p02/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p3-w0p02/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p3_wirelength0p02_seed121.json,hp11_m_thermal0p3_wirelength0p02_seed121
hp11_m,23,121,0.3,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p3-w0p2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p3-w0p2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p3_wirelength0p2_seed121.json,hp11_m_thermal0p3_wirelength0p2_seed121
hp11_m,24,121,0.3,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p3-w2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p3-w2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p3_wirelength2_seed121.json,hp11_m_thermal0p3_wirelength2_seed121
hp11_m,25,121,0.3,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p3-w50/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t0p3-w50/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal0p3_wirelength50_seed121.json,hp11_m_thermal0p3_wirelength50_seed121
hp11_m,27,121,1,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t1-w0p02/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t1-w0p02/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal1_wirelength0p02_seed121.json,hp11_m_thermal1_wirelength0p02_seed121
hp11_m,28,121,1,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t1-w0p2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t1-w0p2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal1_wirelength0p2_seed121.json,hp11_m_thermal1_wirelength0p2_seed121
hp11_m,29,121,1,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t1-w2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t1-w2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal1_wirelength2_seed121.json,hp11_m_thermal1_wirelength2_seed121
hp11_m,30,121,1,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t1-w50/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t1-w50/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal1_wirelength50_seed121.json,hp11_m_thermal1_wirelength50_seed121
hp11_m,32,121,3,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t3-w0p02/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t3-w0p02/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal3_wirelength0p02_seed121.json,hp11_m_thermal3_wirelength0p02_seed121
hp11_m,33,121,3,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t3-w0p2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t3-w0p2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal3_wirelength0p2_seed121.json,hp11_m_thermal3_wirelength0p2_seed121
hp11_m,35,121,3,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t3-w50/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t3-w50/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal3_wirelength50_seed121.json,hp11_m_thermal3_wirelength50_seed121
hp11_m,34,121,3,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t3-w2/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t3-w2/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal3_wirelength2_seed121.json,hp11_m_thermal3_wirelength2_seed121
hp11_m,36,121,10,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t10-w0/seed_121/legalized/07_hp11_m_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-hp11_m-t10-w0/seed_121/legalized/07_hp11_m_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/hp11_m_thermal10_wirelength0_seed121.json,hp11_m_thermal10_wirelength0_seed121
